ResponseId,"You indicated that you used the following monitoring methods in your online proctored assessments: Please explain why you felt these monitoring options worked well, or why they would work well proctoring a future exam.",Code 1,Code 2,Code 3,Code 4,Code 5,Code 6,Code 7,Code 8
R_xxgR2nBYBqt22zL,,,,,,,,,
R_3rUiQC1VIie88yc,,,,,,,,,
R_10JJtgPJ5vEkvEy,,,,,,,,,
R_1laTV7GioLkl7GC,,,,,,,,,
R_1Lo3vqbmrfq2OSc,I would devise a take home exam that doesn't need proctoring,would_modify_exam,would_modify_exam->does_not_need_proctoring,,,,,,
R_SZEy3bxuQafYPAt,,,,,,,,,
R_1dy5ZcEklvFBkRf,I'm not sure.,unsure,,,,,,,
R_zf2G4MXsH0LQbKh,,,,,,,,,
R_3Ia7rRRp8jn0pVq,,,,,,,,,
R_2ByvQ4CrDcGDzV8,,,,,,,,,
R_2wtsffSpp3iArtP,"GWU should select one or two online monitoring system and teach the faculty,.. as a part-time faculty we are not paid enough to learn all these systems you listed and select the best one,.. too much exceptions without adequate compensation,..",university_should_select_monitoring_system,university_should_train_faculty,not_paid_enough_to_learn_systems,,,,,
R_DDitAE9bDhnUgql,I just don't feel they are overwhelmingly necessary.,methods_not_necessary,would_not_use_any_monitoring_methods,,,,,,
R_R9neLfVroeGJSj7,"There is no way of guaranteeing that the student's webcam and microphone are working during the test. It is not until after that we can determine if they were working and by then, it's too late.",technology_issues,technology_issues->no_verifying_technology_works_before_exam,technology_issues->no_verifying_technology_works_before_exam->microphone,technology_issues->no_verifying_technology_works_before_exam->webcam,,,,
R_1DZn1lLvUnQdssQ,,,,,,,,,
R_1GJ4fI4ldXCLjOI,,,,,,,,,
R_uy2ionLPQqwyGrf,,,,,,,,,
R_1HbC0kAIur9b835,N/A,not_applicable,,,,,,,
R_QaJJ90CEf2yOZCV,,,,,,,,,
R_1Qmc5taIHgtiqm7,"""I am not sure I would use any of them for the reasons I mentioned previously """,would_not_use_any_monitoring_methods,would_not_use_video,,,,,,
R_1JRgXi5Eg2fMWYz,,,,,,,,,
R_2whmJviFAaRw9RV,"I do not think we had the capacity to record, but if available I would do it. Our Respondus capacity was only Lockdown. Most students had excuses not to have cameras, the low bandwidth was a problem with Respondus, and we don't have enough staff for watching/proctoring. I don't think the setup worked well at all.",technology_issues,technology_issues->recording,technology_issues->recording->unable_to_use,technology_issues->low_bandwidth,technology_issues->low_bandwidth->repondus,would_use_recording,not_enough_staff_for_watching,
R_2dhlE62KjqYZ0hI,,,,,,,,,
R_1LRJoZJO7s9RGf7,I would like live monitoring if I had to use and some type of feedback from ATI for recorded sessions,wants_feedback_from_recorded_sessions,prefer_live_monitoring,technology_issues,technology_issues->recording,technology_issues->recording->wants_feedback,,,
R_1r07Pa4ecdVBFus,,,,,,,,,
R_1IQQnYLDAqQoVUI,,,,,,,,,
R_OcI5fmeuckGNlqV,"I would do lock down, but monitor in person and not use video if possible ( ie allowed to be in person). If not, then I would keep the settings I did.",prefer_monitor_in_person,would_use_lockdown,would_keep_settings,,,,,